title_f,title_r,sentiment_f_transformers,sentiment_r_transformers,sentiment_f_textblob,sentiment_r_textblob,sentiment_f_natural,sentiment_r_natural,sentiment_f_sentiment,sentiment_r_sentiment,heuristics
"Executive Order Leads to Capture of ISIS Leader, Rasheed Muhammad","No, Trump's Executive Order Didn't Lead to Capture of ISIS Leader",POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Chinese Lunar Rover Finds No Evidence Of American Moon Landings,It's fake news that the United States didn't land on the moon ,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,True
WHOA! YouTube Witness Makes SHOCKING Admission On LIVE TV! CNN PULLS PLUG IMMEDIATELY! — ShareRED,"Fake news says CNN ""pulled the plug"" during YouTube shooting coverage ",NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
THIS ARTICLE RETRACTED: Red Crescent Says No Evidence of Chemical Attack in Syria’s Douma,"Syrian Red Crescent did NOT deny chemical attack in Douma, Syria ",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,NEUTRAL,NEUTRAL,False
Maxine Waters Is Getting Criminally Charged!,No New Charges for Maxine Waters,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
 Actress Emma Stone ‘For the first time in history we have a president that…,Emma Stone Didn’t Commend Trump,POSITIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,False
 What Adam Sandler is saying about Mormons,"Fake news sites say celebrities praise Mormons, but quotes are made up",NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,True
"Hurricane Irma: If There Was Such A Thing As A Category 6 Hurricane, This Would Be It","No, Hurricane Irma is not a Category 6 storm -- there is no Category 6",POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,True
BREAKING: PUTIN INTERFERENCE COULD GIVE COURTS LEGAL RIGHT TO MAKE HILLARY PRESIDENT,Website hypes long-shot theory about courts replacing Donald Trump with Hillary Clinton ,NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Texas Church Shooter Was Antifa Member Who Vowed To Start Civil War,Fake news: Church gunman was anti-fascist seeking ‘communist’ uprising,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Australia Becomes First Country To Begin Microchipping Its Citizens,"No, the Australian government is not installing microchips in citizens ",NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,True
Washington State Legislature votes to change its name because George Washington owned Slaves,"No, Washington state did not change its name because George Washington owned slaves",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
"Legendary Actor Kirk Douglas Dead, 4 Days Before His 101st Birthday",Fake news circulates death hoax about Kirk Douglas ,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
"300,000 Pounds of Counterfeit Rat Meat Has Been Sold as Chicken Wings in The U.S.",NOT REAL NEWS: FDA didn’t warn about rat-meat chicken wings,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,NEUTRAL,NEUTRAL,False
Tulsa School closes after brutal fire.,User-generated prank post falsely says Tulsa high school burned down,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,True
WE WILL RIOT! Michelle Obama’s Mom Will Receive $160k Every Year Out Of Taxpayers’ Pockets!,"No, Michelle Obama's Mom Will Not Receive a Pension for Living in the White House",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
BREAKING: Laura Ingraham Just Fired!!,Fox News has not fired Laura Ingraham,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,False
JUST IN TODAY: Trey Gowdy Is The NEW DIRECTOR Of The FBI!,Trey Gowdy drops out of running for FBI Director,POSITIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,False
Fox News accidentally puts up a poll graphic that shows how they are the least trusted network,"No, Fox News did not put up graphic showing it was the least trusted network",NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
USDA approves slaughterhouses producing horse meat for human consumption,"No, the government has not approved human consumption of horse meat",POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Bowe Bergdahl wanders off during court-martial — Duffel Blog,"No, Bowe Bergdahl didn't wander off during court ",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,True
"ISIS Lays Down Arms After Katy Perry’s Impassioned Plea To ‘Like, Just Co-Exist’","No, ISIS didn't lay down its arms after Katy Perry encouraged world peace ",NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
International Arrest Warrant Issued for George Soros,The Russian Government did not issue an arrest warrant against the U.S. billionaire George Soros,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,False
Police Discover Meth Lab In Back Room of Alabama Walmart,Meth lab in Walmart bathroom? Not the oddest place one found,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,False
Sarah Palin Calls To Boycott Mall Of America Because “Santa Was Always White In The Bible”,Fake news site says Sarah Palin to boycott Mall of America over black Santa,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
